job title;company name;date;location;skills;links;;,,,,,,,
Full Stack Developer;Confidential -;2 months ago;Muscat, Oman ;Full TimeRemoteExperienced · 5 - 20 Yrs of Exp · Creative/Design/Art · IT/Software Development · React.js · Node.js · HTML5 · JavaScript · RESTful APIs · SQL/NoSQL Databases · Git · Problem Solving;https://wuzzuf.net/jobs/p/yrdiyoxguh0s-full-stack-developer-muscat-oman;;,,,,,,
ML Data Engineer;Confidential -;2 months ago;Cairo, Egypt ;Full TimeOn-siteExperienced · 7 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Cloudera · Hadoop · Hive · Spark · HDFS · Azure Data Lake · PySpark;https://wuzzuf.net/jobs/p/xmrzj6xbs8mf-ml-data-engineer-cairo-egypt;;,,,,,,
MLOps + AI Engineer;Confidential -;2 months ago;Cairo, Egypt ;Full TimeOn-siteExperienced · 7 - 8 Yrs of Exp · IT/Software Development · Git · Azure DevOps · Azure Pipelines · DVC · Azure ML · SonarQube · pytest · Grafana · Docker;https://wuzzuf.net/jobs/p/p0jrsinrygz3-mlops-ai-engineer-cairo-egypt;;,,,,,,
Software Engineer;Code SA -;2 months ago;Cambridge, United Kingdom ;Full TimeRemoteExperienced · 6+ Yrs of Exp · IT/Software Development · Python · Amazon AWS · Django · React · PostgreSQL · FastAPI · Cloud · AWS · Azure;https://wuzzuf.net/jobs/p/1hryqwqwufa5-software-engineer-code-sa-cambridge-united-kingdom;;,,,,,,
Devops Engineer;GPS -;2 days ago;Heliopolis, Cairo, Egypt ;Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · DevOps · CI/CD · Information Technology (IT) · Python · Linux · Software Development;https://wuzzuf.net/jobs/p/9dfuxk7gkgze-devops-engineer-gps-cairo-egypt;;,,,,,
Technical Lead;Zeidex -;3 days ago;Maadi, Cairo, Egypt ;Full TimeHybridManager · 8 - 14 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Information Technology (IT) · Software · Software Development · Development · Engineering · Software Engineering · Architecture;https://wuzzuf.net/jobs/p/tzu6ytkkrbla-technical-lead-zeidex-cairo-egypt;;,,,,,
Sr. IT Client Engineer;Lucid Motors Middle East -;6 hours ago;Makkah, Saudi Arabia ;Full TimeExperienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · software development · software · design · linux;https://wuzzuf.net/saudi/jobs/p/g/rob61qmlndnk-sr-it-client-engineer-lucid-motors-middle-east-makkah-saudi-arabia;;,,,,,,
Odoo Developer;Urban Ridge Supplies -;3 days ago;Riyadh, Saudi Arabia ;Full TimeEntry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Odoo · Information Technology (IT) · Computer Science · Python · HTML · PostgreSQL · Software Development;https://wuzzuf.net/saudi/jobs/p/g/3j4yzhjv4fno-odoo-developer-urban-ridge-supplies-riyadh-saudi-arabia;;,,,,,,
Data Scientist II - QuantumBlack; AI by McKinsey;QuantumBlack, AI by McKinsey -;5 days ago;Riyadh, Saudi Arabia ;Full TimeExperienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Python · Computer Science · Information Technology (IT) · SQL · Data Science · Machine Learning · Data Scientist;https://wuzzuf.net/saudi/jobs/p/g/uc7esna8vwyt-data-scientist-ii-quantumblack-ai-by-mckinsey-quantumblack-ai-by-mckinsey-riyadh-saudi-arabia;,,,,,
Tadarab Internship Program | AI&Data;Deloitte -;3 days ago;Riyadh, Saudi Arabia ;Full TimeNot specified · 0 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · software engineering · python · machine learning · ai;https://wuzzuf.net/saudi/jobs/p/g/8ypmvndzebpa-tadarab-internship-program-aidata-deloitte-riyadh-saudi-arabia;;,,,,,,
Data Analyst;Dicetek LLC -;3 days ago;Dubai, United Arab Emirates ;Freelance / ProjectNot specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Data Analysis · Analysis · Computer Science · Information Technology (IT) · SQL · Microsoft Office · Microsoft Excel;https://wuzzuf.net/jobs/p/g/uzs7iqlnxe97-data-analyst-dicetek-llc-dubai-united-arab-emirates;;,,,,,,
Odoo Developer;OxtonGrid -;3 days ago;Riyadh, Saudi Arabia ;Full TimeEntry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Odoo · Information Technology (IT) · Computer Science · Python · HTML · PostgreSQL · Software Development;https://wuzzuf.net/saudi/jobs/p/g/5ldtcrrzs4ue-odoo-developer-oxtongrid-riyadh-saudi-arabia;;,,,,,,
Senior Director of Product Management; 2 Hour Learning (Remote) - $200;000/year USD;Trilogy -;3 days ago;Dubai, United Arab Emirates ;Full TimeExperienced · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · computer engineering · html · python · management · communication skills;https://wuzzuf.net/jobs/p/g/jx1pt4vbhauq-senior-director-of-product-management-2-hour-learning-remote-200000year-usd-trilogy-dubai-united-arab-emirates,,,,,,
Cloud Engineer II | ICT and IT Security;American University of Kuwait (AUK) -;4 days ago;Dubai, United Arab Emirates ;Full TimeEntry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · computer engineering · linux · aws · cloud;https://wuzzuf.net/jobs/p/g/j84bjccguouj-cloud-engineer-ii-ict-and-it-security-american-university-of-kuwait-auk-dubai-united-arab-emirates;;,,,,,,
Data Engineer – Analytics & AI;American University of Kuwait (AUK) -;5 days ago;Dubai, United Arab Emirates ;Full TimeEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Computer Engineering · SQL · Software Development · Software Engineering;https://wuzzuf.net/jobs/p/g/qgxsasxm9jwk-data-engineer-analytics-ai-american-university-of-kuwait-auk-dubai-united-arab-emirates;;,,,,,,
Asset Performance Engineer;Keolis.MHI -;6 days ago;Dubai, United Arab Emirates ;Full TimeEntry Level · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · information technology (it) · computer science · engineering · software development · sql · maintenance · english;https://wuzzuf.net/jobs/p/g/0xbputz6adu5-asset-performance-engineer-keolis-mhi-dubai-united-arab-emirates;;,,,,,,
Data Science Manager - Riyadh;Mozn -;2 months ago;Riyadh, Saudi Arabia ;Full TimeExperienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Computer Engineering · SQL · Data Management · Data Analysis · Engineering;https://wuzzuf.net/saudi/jobs/p/g/ub5oikkfsd8u-data-science-manager-riyadh-mozn-riyadh-saudi-arabia;;,,,,,,
AI Developer;Watts Water Technologies -;6 days ago;Dubai, United Arab Emirates ;Full TimeEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · AI · Software Development · Information Technology (IT) · Analysis · Computer Science · C++ · Java;https://wuzzuf.net/jobs/p/g/g08kgvnyypvy-ai-developer-watts-water-technologies-dubai-united-arab-emirates;;,,,,,,
Staff Machine Learning Engineer (India based; relocation provided);Agoda -;8 days ago;Riyadh, Saudi Arabia ;Full TimeExperienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Python · Computer Science · Machine Learning · Information Technology (IT) · Software Engineering · C++ · Mathematics;https://wuzzuf.net/saudi/jobs/p/g/ebdwd6kwxwbp-staff-machine-learning-engineer-india-based-relocation-provided-agoda-riyadh-saudi-arabia;,,,,,,
Data Analyst (m/f/d);Halian -;8 days ago;Dubai, United Arab Emirates ;Freelance / ProjectEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Data Analysis · Analysis · Computer Science · Information Technology (IT) · SQL · Microsoft Office · Microsoft Excel;https://wuzzuf.net/jobs/p/g/7mtslfwz2fku-data-analyst-mfd-halian-dubai-united-arab-emirates;;,,,,,,
Sr. Solutions Engineer - Enterprise Greenfield Saudi Arabia;Databricks -;8 days ago;Riyadh, Saudi Arabia ;Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Information Technology (IT) · Computer Science · Software Development · Electrical Engineering · Software Engineering · Telecommunication;https://wuzzuf.net/saudi/jobs/p/g/2sulmskjobol-sr-solutions-engineer-enterprise-greenfield-saudi-arabia-databricks-riyadh-saudi-arabia;;,,,,,,
Senior Data Analyst / Reporting Specialist;Emdad Al Khebrat -;14 days ago;Riyadh, Saudi Arabia ;Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Data Analysis · Finance · Financial Analysis · Microsoft Office · Accounting;https://wuzzuf.net/saudi/jobs/p/g/9ufow0enmgyc-senior-data-analyst-reporting-specialist-emdad-al-khebrat-riyadh-saudi-arabia;;,,,,,,
Drilling Data Analyst;Corva -;9 days ago;Dubai, United Arab Emirates ;Full TimeEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Data Analysis · Analysis · Computer Science · Information Technology (IT) · Microsoft Office · SQL · Microsoft Excel;https://wuzzuf.net/jobs/p/g/slkhddxbyjbm-drilling-data-analyst-corva-dubai-united-arab-emirates;;,,,,,,
Rust Engineer - Trading;Keyrock -;9 days ago;Dubai, United Arab Emirates ;Full TimeEntry Level · IT/Software Development · Engineering - Telecom/Technology · Engineering - Other · computer science · information technology (it) · python · javascript · rust · engineering · development;https://wuzzuf.net/jobs/p/g/zxqyvi7c5wlk-rust-engineer-trading-keyrock-dubai-united-arab-emirates;;,,,,,,
Backbone Technical Program Manager UAE National; Rest of World Backbone;Amazon Web Services (AWS) -;9 days ago;Dubai, United Arab Emirates ;Full TimeExperienced · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · computer engineering · information technology (it) · computer science · software development · planning · engineering · communications;https://wuzzuf.net/jobs/p/g/2a4boerz4vzw-backbone-technical-program-manager-uae-national-rest-of-world-backbone-amazon-web-services-aws-dubai-united-arab-emirates;,,,,,,
Machine Learning Engineer;EPAM Systems -;9 days ago;Dubai, United Arab Emirates ;Full TimeExperienced · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Machine Learning · Computer Science · Information Technology (IT) · Python · Software Engineering · Computer Engineering · Engineering;https://wuzzuf.net/jobs/p/g/3u0weeeornsu-machine-learning-engineer-epam-systems-dubai-united-arab-emirates;;,,,,,,
Data Science Consultant – Gen AI Specialist;EPAM Systems -;9 days ago;Riyadh, Saudi Arabia ;Full TimeEntry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · computer science · information technology (it) · engineering · sql · sales · maintenance · communication skills;https://wuzzuf.net/saudi/jobs/p/g/rp02cc9vgmom-data-science-consultant-gen-ai-specialist-epam-systems-riyadh-saudi-arabia;;,,,,,,
Data Engineer;Etihad -;9 days ago;Dubai, United Arab Emirates ;Full TimeEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Computer Engineering · Engineering · Software Engineering · Software Development · SQL;https://wuzzuf.net/jobs/p/g/zuxwtxvvkptb-data-engineer-etihad-dubai-united-arab-emirates;;,,,,,,
